doi,cluster,phase,note,year,tier,score,S_topo,N_link,direct,sim,nearest_known,generic,openalex
10.1098/rstb.1996.0102,forest,4,Dipterocarp seedling growth in rain forest canopy gaps during six and a half years,1996,2,2.914,2.672,4,1,0.111,Canham 1990,0,https://openalex.org/W2170987399
10.1111/j.1365-3040.2003.01143.x,ms,4,Within‐canopy variation in the rate of development of photosynthetic capacity is proportional to int,2004,2,2.913,2.428,4,0,0.143,Hirose 2005,0,https://openalex.org/W2120165073
10.1007/bf00044920,forest,4,Canopy disturbance patterns and regeneration of Quercus species in two Ohio old-growth forests,1991,2,2.911,2.184,2,1,0.175,Nicotra 1999,0,https://openalex.org/W36906303
10.1111/j.1365-2745.2012.01965.x,forest,4,Changes in coexistence mechanisms along a long‐term soil chronosequence revealed by functional trait,2012,2,2.91,2.289,2,1,0.161,Helbach 2022,0,https://openalex.org/W2150396089
10.1007/978-3-642-69137-9_17,forest,4,Characteristics of Populations in Relation to Disturbance in Natural and Man-Modified Ecosystems,1983,2,2.91,2.819,4,0,0.091,Caswell 1976,0,https://openalex.org/W2168742150
10.1007/bf00164162,evo,4,The velocity of spatial population expansion,1990,2,2.909,2.909,4,1,0.046,Hastings 1983,0,https://openalex.org/W2014709024
10.1111/2041-210x.12512,light,4,"piecewiseSEM : Piecewise structural equation modelling in r for ecology, evolution, and systematics",2015,2,2.909,2.909,3,1,0.066,Lindgren 2011 SPDE,0,https://openalex.org/W2101971030
10.1016/j.ecolmodel.2006.04.023,forest,4,A standard protocol for describing individual-based and agent-based models,2006,2,2.909,2.909,3,1,0.03,Legendre 1993,0,https://openalex.org/W2145408484
10.2307/2265768,forest,4,What Attributes Make Some Plant Species More Invasive?,1996,2,2.909,2.909,5,0,0.061,Monsi & Saeki 1953/2005,0,https://openalex.org/W2002316904
10.1007/978-94-009-2221-1_14,lai,4,Canopy structure,1989,2,2.909,1.909,2,0,0.244,Leblanc 2005,0,https://openalex.org/W4233041824
10.1007/s004420050382,ms,4,Leaf nitrogen distribution in relation to leaf age and photon flux density in dominant and subordina,1998,2,2.907,2.839,4,1,0.088,Hirose 2005,0,https://openalex.org/W1965341482
10.1017/cbo9780511525537.003,evo,4,A Neighborhood View of Interactions among Individual Plants,2000,2,2.907,2.801,3,1,0.093,Pacala 1996 SORTIE,0,https://openalex.org/W2117962286
10.1007/bf02348420,forest,4,"Stand structure and growth patterns of understorey trees in a coniferous forest, Taisetsuzan Nationa",1994,2,2.907,2.384,4,1,0.148,Matsuo 2021,0,https://openalex.org/W2064948138
10.1016/j.foreco.2013.03.046,forest,4,Are functional traits good predictors of species performance in restoration plantings in tropical ab,2013,2,2.907,2.907,4,1,0.073,Valladares 2006,0,https://openalex.org/W1989297236
10.1046/j.1461-0248.2000.00143.x,evo,4,On the relationship between niche and distribution,2000,2,2.907,2.513,3,0,0.131,Hamilton & May 1977,0,https://openalex.org/W2147531279
10.1086/503056,light,4,Leaf Traits Determine the Growth‐Survival Trade‐Off across Rain Forest Tree Species,2006,2,2.905,2.39,2,1,0.147,Helbach 2022,0,https://openalex.org/W2160815606
10.1007/978-1-4612-0529-6_12,stat,4,Spatial Statistics in Landscape Ecology,1999,2,2.905,2.155,3,1,0.178,Guttorp & Gneiting 2006,0,https://openalex.org/W148821480
10.1016/j.cageo.2006.03.001,field,4,TBSIM: A computer program for conditional simulation of three-dimensional Gaussian random fields via,2006,2,2.904,2.563,3,1,0.124,Botkin 1972 JABOWA,0,https://openalex.org/W2006489139
10.1016/j.jqsrt.2018.04.021,lai,4,The stochastic Beer–Lambert–Bouguer law for discontinuous vegetation canopies,2018,2,2.904,2.904,5,1,0.031,Leblanc 2005,0,https://openalex.org/W2801548681
10.1080/03610929108830507,field,4,On cascading latin hypercube designs and additive models for experiments,1991,2,2.902,2.902,4,1,0.06,Botkin 1972 JABOWA,0,https://openalex.org/W2093872114
10.1890/0012-9658(1998)079[0795:lhdats]2.0.co;2,forest,4,LIFE HISTORY DIFFERENCES AND TREE SPECIES COEXISTENCE IN AN OLD-GROWTH NEW ZEALAND RAIN FOREST,1998,2,2.902,2.713,3,1,0.104,Montgomery & Chazdon 2001,0,https://openalex.org/W2034189151
10.1890/0012-9658(2001)082[2101:dadots]2.0.co;2,light,4,DOMINANCE AND DISTRIBUTION OF TREE SPECIES IN UPPER AMAZONIAN TERRA FIRME FORESTS,2001,2,2.901,2.901,4,1,0.072,Stephenson 2005,0,https://openalex.org/W2160875477
10.1111/j.1365-3180.2004.00412.x,evo,4,Spatial distribution of Lolium rigidum seedlings following seed dispersal by combine harvesters,2004,2,2.901,2.901,4,1,0.07,Hamilton & May 1977,0,https://openalex.org/W2122257025
10.1016/s0169-5347(02)00005-8,forest,4,Disturbing hypotheses in tropical forests,2003,2,2.901,2.719,4,1,0.103,Denslow 1987,0,https://openalex.org/W1981939968
10.46300/9106.2023.17.14,lai,4,Optimization of Lai Estimation Method Based on Smartphones with Fisheye Lens,2023,2,2.901,2.106,3,1,0.184,Chianucci 2019,0,https://openalex.org/W4324095611
10.2307/2937145,forest,4,A Spatial Patch Dynamic Modeling Approach to Pattern and Process in an Annual Grassland,1994,2,2.901,2.856,6,0,0.085,Pacala 1996 SORTIE,0,https://openalex.org/W2055770092
10.1016/0169-5347(90)90112-q,forest,4,Perspectives on plant competition,1990,2,2.901,2.606,5,0,0.118,Bolker & Pacala 1999,0,https://openalex.org/W2047222731
10.1086/282929,evo,4,The Optimal Balance between Size and Number of Offspring,1974,2,2.9,2.9,4,0,0.061,Bolker & Pacala 1999,0,https://openalex.org/W1994041943
10.1890/0012-9658(2000)081[3274:isssrl]2.0.co;2,evo,4,IS SMALL-SCALE SPECIES RICHNESS LIMITED BY SEED AVAILABILITY OR MICROSITE AVAILABILITY?,2000,2,2.899,2.52,2,0,0.129,Nicotra 1999,0,https://openalex.org/W2167964904
10.2307/143420,forest,4,"Spatial Processes, Models and Applications",1983,2,2.898,2.648,3,1,0.112,Legendre 1993,0,https://openalex.org/W2004934538
10.1007/978-0-387-48116-6,field,4,Random Fields and Geometry,2007,2,2.897,2.844,3,1,0.086,Lindgren 2011 SPDE,0,https://openalex.org/W1545211435
10.1111/j.0014-3820.2006.tb01863.x,evo,4,SELECTIVE INTERACTIONS BETWEEN SHORT-DISTANCE POLLEN AND SEED DISPERSAL IN SELF-COMPATIBLE SPECIES,2006,2,2.897,2.897,4,1,0.076,Hastings 1983,0,https://openalex.org/W2180410922
10.1016/j.rse.2006.07.016,lai,4,Combining vegetation index and model inversion methods for the extraction of key vegetation biophysi,2006,2,2.896,2.101,2,1,0.184,Leblanc 2005,0,https://openalex.org/W2059501000
10.1007/s004420100760,ms,4,On the direct effect of clouds and atmospheric particles on the productivity and structure of vegeta,2001,2,2.896,2.896,4,1,0.072,Stephenson 2005,0,https://openalex.org/W2112042999
10.1111/j.1469-8137.2011.03943.x,ms,4,Light interception efficiency explained by two simple variables: a test using a diversity of small‐ ,2011,2,2.895,2.63,4,1,0.114,Helbach 2022,0,https://openalex.org/W2146531282
10.1007/978-3-642-56166-5_7,forest,4,Competition and Coexistence in Terrestrial Plants,2002,2,2.895,2.736,2,1,0.1,Bolker & Pacala 1999,0,https://openalex.org/W2185760420
10.1007/s004420050264,light,4,Photosynthetic responses to dynamic light under field conditions in six tropical rainforest shrubs o,1997,2,2.894,2.614,3,1,0.116,Matsuo 2021,0,https://openalex.org/W1964393777
10.3390/f8050146,light,4,Spatial Heterogeneity of the Forest Canopy Scales with the Heterogeneity of an Understory Shrub Base,2017,2,2.894,2.311,2,1,0.156,Helbach 2022,0,https://openalex.org/W2611893166
10.1175/1520-0442(2004)017<2281:atmfct>2.0.co;2,ms,4,"A Two-Big-Leaf Model for Canopy Temperature, Photosynthesis, and Stomatal Conductance",2004,2,2.893,2.582,4,0,0.12,Hirose 2005,0,https://openalex.org/W2179250365
10.2307/3545679,evo,4,How Species with Different Regeneration Niches Coexist in Patchy Habitats with Local Disturbances,1995,2,2.891,2.58,4,0,0.12,Hamilton & May 1977,0,https://openalex.org/W2320939319
10.1038/27427,forest,4,Weak trophic interactions and the balance of nature,1998,2,2.891,2.891,4,0,0.047,Stephenson 2005,0,https://openalex.org/W2142063041
10.1111/j.1469-8137.2010.03359.x,forest,4,Drought–mortality relationships for tropical forests,2010,2,2.888,2.888,3,0,0.076,Denslow 1987,0,https://openalex.org/W2126076886
10.1007/978-3-540-88307-4,forest,4,"Forest Dynamics, Growth and Yield",2009,2,2.887,2.705,4,0,0.103,Botkin 1972 JABOWA,0,https://openalex.org/W4297969572
10.1111/j.1461-0248.2005.00829.x,forest,4,Species divergence and trait convergence in experimental plant community assembly,2005,2,2.886,2.704,4,0,0.103,Hastings 1983,0,https://openalex.org/W2110618556
10.1093/forestry/cpz046,forest,4,Effect of tree species mixing on stand structural complexity,2019,2,2.885,1.885,2,1,0.216,Ehbrecht 2021,0,https://openalex.org/W2975774966
10.1890/1540-9295(2005)003[0421:uvaafe]2.0.co;2,forest,4,Understory vegetation as a forest ecosystem driver: evidence from the northern Swedish boreal forest,2005,2,2.885,2.574,3,0,0.12,Helbach 2022,0,https://openalex.org/W1983235217
10.1080/01431161.2010.498454,lai,4,Leaf area index estimation of bamboo forest in Fujian province based on IRS P6 LISS 3 imagery,2011,2,2.884,2.437,4,1,0.138,Inoue 2014 bamboo LAI,0,https://openalex.org/W2083377739
10.1111/j.1467-9574.2007.00364.x,field,4,Covariance functions that are stationary or nonstationary in space and stationary in time,2007,2,2.884,2.066,3,1,0.187,Whittle 1955 corrigenda,0,https://openalex.org/W2071696515
10.1086/285412,forest,4,Recruitment Near Conspecific Adults and the Maintenance of Tree and Shrub Diversity in a Neotropical,1992,2,2.884,2.498,3,0,0.13,Montgomery & Chazdon 2001,0,https://openalex.org/W2007765032
10.1017/cbo9780511525537,evo,4,The Geometry of Ecological Interactions,2000,2,2.884,2.884,4,0,0.055,Caswell 1976,0,https://openalex.org/W1586507888
10.1016/j.rse.2006.07.013,lai,4,Influence of landscape spatial heterogeneity on the non-linear estimation of leaf area index from mo,2006,2,2.883,1.883,2,1,0.225,Fang 2019 LAI review,0,https://openalex.org/W2160794506
10.1016/j.agrformet.2008.03.008,ms,4,Estimating the three-dimensional structure of canopy foliage based on the light measurements in a Be,2008,2,2.882,2.518,4,1,0.127,Montgomery & Chazdon 2001,0,https://openalex.org/W2119562564
10.2307/5781,nlm,4,Habitat Fragmentation and Extinction Thresholds in Spatially Explicit Models,1996,2,2.881,2.881,3,0,0.075,Hamilton & May 1977,0,https://openalex.org/W2033617426
10.31220/osf.io/jcxa9,ms,4,Extracting Leaf Area Index Using Viewing Geometry Effects - A New Perspective on High-Resolution Unm,2020,2,2.88,2.486,4,1,0.131,Fang 2019 LAI review,0,https://openalex.org/W3030661573
10.1016/0040-5809(85)90022-x,evo,4,ESS germination strategies in randomly varying environments. I. Logistic-type models,1985,2,2.88,2.88,4,1,0.049,Denslow 1987,0,https://openalex.org/W2076490543
10.1007/978-1-4939-2493-6_678-3,lai,4,Parabolic Trough Solar Technology,2021,2,2.879,2.879,3,1,0.032,Fang 2019 LAI review,0,https://openalex.org/W639754126
10.1126/science.1165000,forest,4,Widespread Increase of Tree Mortality Rates in the Western United States,2009,2,2.879,2.5,3,0,0.129,Runkle 1982,0,https://openalex.org/W2100749039
10.1016/j.rse.2021.112497,lai,4,Accounting for canopy structure improves hyperspectral radiative transfer and sun-induced chlorophyl,2021,2,2.878,2.53,4,1,0.125,Keitt 2000 spectral NLM,0,https://openalex.org/W3160362971
10.53846/goediss-6543,forest,4,The role of heterogeneity in spatial plant population dynamics,2017,2,2.876,1.944,2,1,0.202,Liu 2018,0,https://openalex.org/W2766896186
,evo,4,"Plant Strategies, Vegetation Processes, and Ecosystem Properties",2001,2,2.875,2.875,4,0,0.077,Bolker & Pacala 1999,0,https://openalex.org/W2097450069
10.1007/978-94-009-9200-9_2,forest,4,The Use of Vital Attributes to Predict Successional Changes in Plant Communities Subject to Recurren,1980,2,2.875,2.617,4,0,0.113,Caswell 1976,0,https://openalex.org/W1964800771
10.1016/j.rse.2004.02.007,lai,4,Evaluation of the MODIS LAI algorithm at a coniferous forest site in Finland,2004,2,2.874,2.662,3,1,0.107,Zhu 2016,0,https://openalex.org/W2136302747
10.1016/j.rse.2019.01.016,ms,4,"What is global photosynthesis? History, uncertainties and opportunities",2019,2,2.874,2.616,3,1,0.113,Hirose 2005,0,https://openalex.org/W2908975298
,light,4,Technical Report Series on the Boreal Ecosystem-Atmosphere Study (BOREAS),2000,2,2.874,2.874,2,1,0.073,Leblanc 2005,0,https://openalex.org/W2097733050
10.1017/cbo9780511542237,forest,4,Ecological Assembly Rules,1999,2,2.874,2.844,4,0,0.083,Caswell 1976,0,https://openalex.org/W1527266177
10.1038/nclimate3004,forest,4,Greening of the Earth and its drivers,2016,2,2.873,2.873,4,1,0.063,Fang 2019 LAI review,0,https://openalex.org/W2336426693
10.1080/17550874.2012.716088,light,4,Age and light effects on seedling growth in two alternative secondary successions in central Amazoni,2012,2,2.873,1.873,2,1,0.228,Matsuo 2021,0,https://openalex.org/W2036343430
10.1007/bf00776412,evo,4,Dispersal distance as a benefit of myrmecochory,1988,2,2.873,2.464,4,1,0.133,Hamilton & May 1977,0,https://openalex.org/W2048809043
10.1046/j.1365-2664.2000.00573.x,light,4,An improved method for the rapid assessment of forest understorey light environments,2000,2,2.871,2.424,3,1,0.138,Matsuo 2021,0,https://openalex.org/W2051258218
10.1139/x07-177,light,4,"Crown openness as influenced by tree and site characteristics for yellow birch, sugar maple, and eas",2008,2,2.871,2.485,4,1,0.13,Montgomery & Chazdon 2001,0,https://openalex.org/W2117777733
10.1029/94wr02977,field,4,A fast and exact method for multidimensional Gaussian stochastic simulations: Extension to realizati,1996,2,2.87,1.87,2,1,0.422,Dietrich & Newsam 1997,0,https://openalex.org/W2145689771
10.1046/j.1523-1739.1999.013002314.x,nlm,4,Extinction Thresholds for Species in Fractal Landscapes,1999,2,2.869,2.596,2,1,0.115,Hamilton & May 1977,0,https://openalex.org/W2135128138
10.1016/0304-3800(94)00202-9,nlm,4,Dispersal probability and forest diversity in a fragmented landscape,1996,2,2.869,2.028,3,1,0.19,Hamilton & May 1977,0,https://openalex.org/W2007796909
10.2307/5503,evo,4,"Species Interactions, Local and Regional Processes, and Limits to the Richness of Ecological Communi",1992,2,2.869,2.869,4,1,0.078,Caswell 1976,0,https://openalex.org/W2316776283
10.1016/0040-5809(88)90042-1,evo,4,Determinants of local population size in patchy habitats,1988,2,2.865,2.357,4,1,0.146,Hamilton & May 1977,0,https://openalex.org/W2091885613
10.1111/ele.12211,forest,4,Balancing the costs of carbon gain and water transport: testing a new theoretical framework for plan,2013,2,2.865,2.804,4,0,0.087,Hirose 2005,0,https://openalex.org/W1997740487
10.2307/1308256,evo,4,Minimum Population Sizes for Species Conservation,1981,2,2.864,2.864,2,0,0.059,Caswell 1976,0,https://openalex.org/W2132550267
10.2307/2997123,forest,4,Suppression and Release During Canopy Recruitment in Fagus grandifolia,1990,2,2.864,2.516,4,0,0.125,Runkle 1982,0,https://openalex.org/W256241786
10.2307/2484227,forest,4,Non-Equilibrium Coexistence of Plants,1980,2,2.861,2.702,4,0,0.1,Denslow 1987,0,https://openalex.org/W77742727
10.1111/1365-2435.12473,light,4,Species richness promotes canopy packing: a promising step towards a better understanding of the mec,2015,2,2.86,2.383,3,1,0.142,Helbach 2022,0,https://openalex.org/W2129919460
10.1016/0016-7061(96)00018-3,field,4,Iterative solution of a stochastic differential equation: an efficient method for simulating soil va,1996,2,2.86,2.504,3,1,0.126,Lindgren 2011 SPDE,0,https://openalex.org/W2091356617
10.1016/j.agrformet.2025.110883,lai,4,Mapping wood area in forests from ground lidar and estimating their light interception using radiati,2025,2,2.86,2.671,4,1,0.104,Hirose 2005,0,https://openalex.org/W4415023389
10.2307/1931976,evo,4,The Canonical Distribution of Commonness and Rarity: Part I,1962,2,2.86,2.86,4,0,0.046,Monsi & Saeki 1953/2005,0,https://openalex.org/W2119556443
10.1111/gcb.14619,forest,4,Plant phenology and global climate change: Current progresses and challenges,2019,2,2.86,2.292,4,0,0.154,Fang 2019 LAI review,0,https://openalex.org/W2922633580
10.1890/0012-9658(1999)080[0081:seasso]2.0.co;2,forest,4,SPATIALLY EXPLICIT AND STOCHASTIC SIMULATION OF FOREST-LANDSCAPE FIRE DISTURBANCE AND SUCCESSION,1999,2,2.86,2.565,5,0,0.118,Runkle 1982,0,https://openalex.org/W2031303078
10.2307/2261703,forest,4,Mortality and Recruitment Rate Evaluations in Heterogeneous Tropical Forests,1996,2,2.859,2.329,3,1,0.149,Stephenson 2005,0,https://openalex.org/W2012462918
10.1111/j.1095-8649.2003.00231.x,evo,4,How landscapes affect the evolution of dispersal behaviour in reef fishes: results from an individua,2003,2,2.857,2.44,3,1,0.134,Hamilton & May 1977,0,https://openalex.org/W2145613463
10.1214/20-ejs1725,field,4,Gaussian processes with multidimensional distribution inputs via optimal transport and Hilbertian em,2020,2,2.857,1.948,3,1,0.199,Dietrich & Newsam 1997,0,https://openalex.org/W2928738264
10.14483/2256201x.18229,lai,4,Efecto del espaciamiento en la estimación indirecta del índice de área foliar en plantaciones dendro,2022,2,2.855,2.855,4,1,0.018,Leblanc 2005,0,https://openalex.org/W4283778223
10.1046/j.0022-0477.2001.00581.x,forest,4,Growth strategies of a shade‐tolerant tropical tree: the interactive effects of canopy gaps and simu,2001,2,2.855,1.855,4,0,0.267,Piper 2018,0,https://openalex.org/W2139342479
10.1093/jof/47.3.179,forest,4,A Revised Tolerance Table,1949,2,2.854,2.854,4,1,0.06,Canham 1994,0,https://openalex.org/W57885147
